CODIGO|NOME|ESTADO
1723|GUAÇUÍ|ES
1724|GUADALUPE|PI
1725|GUAIBA|RS
1726|GUAICARA|SP
1727|GUAIMBE|SP
1728|GUAIRA|SP
1729|GUAIRA|PR
1730|GUAIRACA|PR
1731|GUAIUBA|CE
1732|GUAJARA|AM
1733|GUAJARA-MIRIM|RO
1734|GUAJERU|BA
1735|GUAMARE|RN
1736|GUANAMBI|BA
1737|GUANHAES|MG
1738|GUAPE|MG
1739|GUAPIACU|SP
1740|GUAPIARA|SP
1741|GUAPIRAMA|PR
1742|GUAPO|GO
1743|GUAPORE|RS
1744|GUAPOREMA|PR
1745|GUARA|SP
1746|GUARABIRA|PB
1747|GUARACAI|SP
1748|GUARACI|SP
1749|GUARACI|PR
1750|GUARACIABA|MG
1751|GUARACIABA|SC
1752|GUARACIABA DO NORTE|CE
1753|GUARAI|TO
1754|GUARAITUBA|PR
1755|GUARAMIRANGA|CE
1756|GUARAMIRIM|SC
1757|GUARANESIA|MG
1758|GUARANI|MG
1759|GUARANI D'OESTE|SP
1760|GUARANI DAS MISSOES|RS
1761|GUARANI DE GOIAS|GO
1762|GUARANIACU|PR
1763|GUARANTA|SP
1764|GUARANTA DO NORTE|MT
1765|GUARAPARI|ES
1766|GUARAPUAVA|PR
1767|GUARAQUECABA|PR
1768|GUARARA|MG
1769|GUARARAPES|SP
1770|GUARAREMA|SP
1771|GUARATINGA|BA
1772|GUARATINGUETA|SP
1773|GUARATUBA|PR
1774|GUARDA-MOR|MG
1775|GUAREI|SP
1776|GUARIBA|SP
1777|GUARINOS|GO
1778|GUARIROBA|SP
1779|GUARITA|PB
1780|GUARUJA|SP
1781|GUARUJA DO SUL|SC
1782|GUARULHOS|SP
1783|GUATAPARA|SP
1784|GUAXUPE|MG
1785|GUIA LOPES DA LAGUNA|MS
1786|GUIDOVAL|MG
1787|GUIMARAES|MA
1788|GUIMARANIA|MG
1789|GUIRATINGA|MT
1790|GUIRICEMA|MG
1791|GURINHATA|MG
1792|GURINHEM|PB
1793|GURJAO|PB
1794|GURUPA|PA
1795|GURUPI|TO
1796|GUZOLANDIA|SP
1797|HARMONIA|RS
1798|HEITORAI|GO
1799|HELIODORA|MG
1800|HELIOPOLIS|BA
1801|HERCULANDIA|SP
1802|HERVAL D'OESTE|SC
1803|HIDROLANDIA|CE
1804|HIDROLANDIA|GO
1805|HIDROLINA|GO
1806|HOLAMBRA|SP
1807|HONORIO SERPA|PR
1808|HORIZONTE|CE
1809|HORIZONTINA|RS
1810|HORTOLANDIA|SP
1811|HUGO NAPOLEAO|PI
1812|HUMAITA|RS
1813|HUMAITA|AM
1814|HUMBERTO DE CAMPOS|MA
1815|IACANGA|SP
1816|IACIARA|GO
1817|IACRI|SP
1818|IACU|BA
1819|IAPU|MG
1820|IARAS|SP
1821|IATI|PE
1822|IAUARETE|AM
1823|IBAITI|PR
1824|IBARAMA|RS
1825|BIRETAMA|CE
1826|SÃO LOURENCO D’OESTE|SC
1827|IBATE|SP
1828|IBATEGUARA|AL
1829|IBATIBA|ES
1830|IBEMA|PR
1831|IBERTIOGA|MG
1832|IBIA|MG
1833|IBIACA|RS
1834|IBIAI|MG
1835|IBIAPINA|CE
1836|IBIARA|PB
1837|IBIASSUCE|BA
1838|IBICARAI|BA
1839|IBICARE|SC
1840|IBICOARA|BA
1841|IBICUI|BA
1842|IBICUITINGA|CE
1843|IBIMIRIM|PE
1844|IBIPEBA|BA
1845|IBIPITANGA|BA
1846|IBIPORA|PR
1847|IBIQUERA|BA
1848|IBIRA|SP
1849|IBIRACI|MG
1850|IBIRACU|ES
1851|IBIRAIARAS|RS
1852|IBIRAJUBA|PE
1853|IBIRAMA|SC
1854|IBIRAPITANGA|BA
1855|IBIRAPUA|BA
1856|IBIRAPUITA|RS
1857|IBIRAREMA|SP
1858|IBIRATAIA|BA
1859|IBIRITE|MG
1860|IBIRUBA|RS
1861|IBITIARA|BA
1862|IBITINGA|SP
1863|IBITIRAMA|ES
1864|IBITITA|BA
1865|IBITIURA DE MINAS|MG
1866|IBITIUVA|SP
1867|IBITURUNA|MG
1868|IBIUNA|SP
1869|IBOTIRAMA|BA
1870|ICAPUI|CE
1871|ICARA|SC
1872|ICARAIMA|PR
1873|ICATU|MA
1874|ICEM|SP
1875|ICHU|BA
1876|ICO|CE
1877|ICONHA|ES
1878|IELMO MARINHO|RN
1879|IEPE|SP
1880|IGACI|AL
1881|IGAPORA|BA
1882|IGARACU DO TIETE|SP
1883|IGARAPAVA|SP
1884|IGARAPE|MG
1885|IGARAPE GRANDE|MA
1886|IGARAPE-ACU|PA
1887|IGARAPE-MIRI|PA
1888|IGARASSU|PE
1889|IGARATA|SP
1890|IGARATINGA|MG
1891|IGRAPIUNA|BA
1892|IGREJA NOVA|AL
1893|IGREJINHA|RS
1894|IGUAI|BA
1895|IGUAPE|SP
1896|IGUARACI|PE
1897|IGUARACU|PR
1898|IGUATAMA|MG
1899|IGUATEMI|MS
1900|IGUATU|CE
1901|IGUATU|PR
1902|IJACI|MG
1903|IJUI|RS
1904|ILHA DAS FLORES|SE
1905|ILHA SOLTEIRA|SP
1906|ILHABELA|SP
1907|ILHEUS|BA
1908|ILHOTA|SC
1909|ILICINEA|MG
1910|ILOPOLIS|RS
1911|IMACULADA|PB
1912|IMARUI|SC
1913|IMBAU|PR
1914|IMBE|RS
1915|IMBITUBA|SC
1916|IMBITUVA|PR
1917|IMBUIA|SC
1918|IMIGRANTE|RS
1919|IMPERATRIZ|MA
1920|INACIO MARTINS|PR
1921|INAJA|PE
1922|INAJA|PR
1923|INCONFIDENTES|MG
1924|INDAIAL|SC
1925|INDAIATUBA|SP
1926|INDEPENDENCIA|RS
1927|INDEPENDENCIA|CE
1928|INDIANA|SP
1929|INDIANOPOLIS|PR
1930|INDIANOPOLIS|MG
1931|INDIAPORA|SP
1932|INDIARA|GO
1933|INDIAROBA|SE
1934|INDIAVAI|MT
1935|INGA|PB
1936|INGAI|MG
1937|INGAZEIRA|PE
1938|INHAMBUPE|BA
1939|INHANGAPI|PA
1940|INHAPI|AL
1941|INHAPIM|MG
1942|INHAUMA|MG
1943|INHAVA|PB
1944|INHUMA|PI
1945|INHUMAS|GO
1946|INIMUTABA|MG
1947|INOCENCIA|MS
1948|INUBIA PAULISTA|SP
1949|IPAMERI|GO
1950|IPANEMA|MG
1951|IPANGUACU|RN
1952|IPAPORANGA|CE
1953|IPATINGA|MG
1954|IPAUCU|SP
1955|IPAUMIRIM|CE
1956|IPE|RS
1957|IPECAETA|BA
1958|IPERO|SP
1959|IPEUNA|SP
1960|IPIACU|MG
1961|IPIAU|BA
1962|IPIRA|BA
1963|IPIRA|SC
1964|IPIRANGA|PR
1965|IPIRANGA DO PIAUI|PI
1966|IPIRANGA DO SUL|RS
1967|IPIXUNA|AM
1968|IPOJUCA|PE
1969|IPORA|PR
1970|IPORA|GO
1971|IPORA DO OESTE|SC
1972|IPORANGA|SP
1973|IPU|CE
1974|IPUA|SP
1975|IPUBI|PE
1976|IPUEIRA|RN
1977|IPUEIRAS|CE
1978|IPUIUNA|MG
1979|IPUMIRIM|SC
1980|IPUPIARA|BA
1981|IRACEMA|CE
1982|IRACEMA DO OESTE|PR
1983|IRACEMAPOLIS|SP
1984|IRACEMINHA|SC
1985|IRAI|RS
1986|IRAI DE MINAS|MG
1987|IRAJUBA|BA
1988|IRAMAIA|BA
1989|IRANDUBA|AM
1990|IRANI|SC
1991|IRAPUA|SP
1992|IRAPURU|SP
1993|IRAQUARA|BA
1994|IRARA|BA
1995|IRATI|PR
1996|IRAUCUBA|CE
1997|IRECE|BA
1998|IRETAMA|PR
1999|IRINEOPOLIS|SC
2000|IRITUIA|PA
2001|ISAIAS COELHO|PI
2002|ISRAELANDIA|GO
2003|ITA|SC
2004|ITABAIANA|PB
2005|ITABAIANA|SE
2006|ITABAIANINHA|SE
2007|ITABELA|BA
2008|ITABERA|SP
2009|ITABERABA|BA
2010|ITABERAI|GO
2011|ITABI|SE
2012|ITABIRA|MG
2013|ITABIRINHA DE MANTENA|MG
2014|ITABIRITO|MG
2015|ITABORAI|RJ
2016|ITABUNA|BA
2017|ITACAJA|TO
2018|ITACAMBIRA|MG
2019|ITACARAMBI|MG
2020|ITACARE|BA
2021|ITACOATIARA|AM
2022|ITACURUBA|PE
2023|ITACURUBI|RS
2024|ITAETE|BA
2025|ITAGI|BA
2026|ITAGIBA|BA
2027|ITAGIMIRIM|BA
2028|ITAGUACU|ES
2029|ITAGUACU DA BAHIA|BA
2030|ITAGUAI|RJ
2031|ITAGUAJE|PR
2032|ITAGUARA|MG
2033|ITAGUARI|GO
2034|ITAGUARU|GO
2035|ITAGUATINS|TO
2036|ITAI|SP
2037|ITAIBA|PE
2038|ITAICABA|CE
2039|ITAINOPOLIS|PI
2040|ITAIOPOLIS|SC
2041|ITAIPE|MG
2042|ITAITUBA|PA
2043|ITAJA|GO
2044|ITAJAI|SC
2045|ITAJOBI|SP
2046|ITAJU|SP
2047|ITAJU DO COLONIA|BA
2048|ITAJUBA|MG
2049|ITAJUIPE|BA
2050|ITALVA|RJ
2051|ITAMARACA|PE
2052|ITAMARAJU|BA
2053|ITAMARANDIBA|MG
2054|ITAMARATI|AM
2055|ITAMARATI DE MINAS|MG
2056|ITAMARI|BA
2057|ITAMBACURI|MG
2058|ITAMBARACA|PR
2059|ITAMBE|BA
2060|ITAMBE|PE
2061|ITAMBE|PR
2062|ITAMBE DO MATO DENTRO|MG
2063|ITAMOGI|MG
2064|ITAMONTE|MG
2065|ITANAGRA|BA
2066|ITANHAEM|SP
2067|ITANHANDU|MG
2068|ITANHEM|BA
2069|ITANHOMI|MG
2070|ITAOBIM|MG
2071|ITAOCA|SP
2072|ITAOCARA|RJ
2073|ITAPACI|GO
2074|ITAPAGE|CE
2075|ITAPAGIPE|MG
2076|ITAPARICA|BA
2077|ITAPE|BA
2078|ITAPEBI|BA
2079|ITAPECERICA|MG
2080|ITAPECERICA DA SERRA|SP
2081|ITAPECURU MIRIM|MA
2082|ITAPEJARA D'OESTE|PR
2083|ITAPEMA|SC
2084|ITAPEMIRIM|ES
2085|ITAPERUNA|RJ
2086|ITAPETIM|PE
2087|ITAPETINGA|BA
2088|ITAPETININGA|SP
2089|ITAPEVA|MG
2090|ITAPEVA|SP
2091|ITAPEVI|SP
2092|ITAPICURU|BA
2093|ITAPIPOCA|CE
2094|ITAPIRA|SP
2095|ITAPIRANGA|SC
2096|ITAPIRANGA|AM
2097|ITAPIRAPUA|GO
2098|ITAPIRATINS|TO
2099|ITAPISSUMA|PE
2100|ITAPITANGA|BA
2101|ITAPIUNA|CE
2102|ITAPOA|SC
2103|ITAPOLIS|SP
2104|ITAPORA|MS
2105|ITAPORA DO TOCANTINS|TO
2106|ITAPORANGA|SP
2107|ITAPORANGA|PB
2108|ITAPORANGA D'AJUDA|SE
2109|ITAPOROROCA|PB
2110|ITAPUI|SP
2111|ITAPURA|SP
2112|ITAPURANGA|GO
2113|ITAQUAQUECETUBA|SP
2114|ITAQUARA|BA
2115|ITAQUI|RS
2116|ITAQUIRAI|MS
2117|ITAQUITINGA|PE
2118|ITARANA|ES
2119|ITARANTIM|BA
2120|ITARARE|SP
2121|ITAREMA|CE
2122|ITARIRI|SP
2123|ITARUMA|GO
2124|ITATIAIA|RJ
2125|ITATIAIUCU|MG
2126|ITATIBA|SP
2127|ITATIBA DO SUL|RS
2128|ITATIM|BA
2129|ITATINGA|SP
2130|ITATIRA|CE
2131|ITATUBA|PB
2132|ITAU|RN
2133|ITAU DE MINAS|MG
2134|ITAUBA|MT
2135|ITAUCU|GO
2136|ITAUEIRA|PI
2137|ITAUNA|MG
2138|ITAUNA DO SUL|PR
2139|ITAVERAVA|MG
2140|ITINGA|MG
2141|ITIQUIRA|MT
2142|ITIRAPINA|SP
2143|ITIRAPUA|SP
2144|ITIRUCU|BA
2145|ITIUBA|BA
2146|ITOBI|SP
2147|ITORORO|BA
2148|ITU|SP
2149|ITUACU|BA
2150|ITUBERA|BA
2151|ITUETA|MG
2152|ITUIUTABA|MG
2153|ITUMBIARA|GO
2154|ITUMIRIM|MG
2155|ITUPEVA|SP
2156|ITUPIRANGA|PA
2157|ITUPORANGA|SC
2158|ITURAMA|MG
2159|ITUTINGA|MG
2160|ITUVERAVA|SP
2161|IUIU|BA
2162|IUNA|ES
2163|IVAI|PR
2164|IVAIPORA|PR
2165|IVATE|PR
2166|IVATUBA|PR
2167|IVINHEMA|MS
2168|IVOLANDIA|GO
2169|IVORA|RS
2170|IVOTI|RS
2171|JABOATAO DOS GUARARAPES|PE
2172|JABORA|SC
2173|JABORANDI|SP
2174|JABORANDI|BA
2175|JABOTI|PR
2176|JABOTICABA|RS
2177|JABOTICABAL|SP
2178|JABOTICATUBAS|MG
2179|JACANA|RN
2180|JACARACI|BA
2181|JACARAU|PB
2182|JACARE|PI
2183|JACARE DOS HOMENS|AL
2184|JACAREI|SP
2185|JACAREZINHO|PR
2186|JACI|SP
2187|JACIARA|MT
2188|JACINTO|MG
2189|JACINTO MACHADO|SC
2190|JACOBINA|BA
2191|JACOBINA DO PIAUI|PI
2192|JACUI|MG
2193|JACUIPE|AL
2194|JACUNDA|PA
2195|JACUPIRANGA|SP
2196|JACUTINGA|RS
2197|JACUTINGA|MG
2198|JAGUAPITA|PR
2199|JAGUAQUARA|BA
2200|JAGUARACU|MG
2201|JAGUARAO|RS
2202|JAGUARARI|BA
2203|JAGUARE|ES
2204|JAGUARETAMA|CE
2205|JAGUARI|RS
2206|JAGUARIAIVA|PR
2207|JAGUARIBARA|CE
2208|DEPARTAMENTO MUNICIPAL DE TRANSITO DE JAGUARIBE|CE
2209|JAGUARIPE|BA
2210|JAGUARIUNA|SP
2211|JAGUARUANA|CE
2212|JAGUARUNA|SC
2213|JAICOS|PI
2214|JALES|SP
2215|JAMARI|RO
2216|JAMBEIRO|SP
2217|JANAUBA|MG
2218|JANDAIA|GO
2219|JANDAIA DO SUL|PR
2220|JANDAIRA|BA
2221|JANDAIRA|RN
2222|JANDIRA|SP
2223|JANDUIS|RN
2224|JANGADA|MT
2225|JANIOPOLIS|PR
2226|JANUARIA|MG
2227|JANUARIO CICCO|RN
2228|JAPARAIBA|MG
2229|JAPARATINGA|AL
2230|JAPARATUBA|SE
2231|JAPI|RN
2232|JAPIRA|PR
2233|JAPOATA|SE
2234|JAPURA|AM
2235|JAPURA|PR
2236|JAQUIRANA|RS
2237|JARAGUA|GO
2238|JARÁGUA DO SUL|SC
2239|JARAGUARI|MS
2240|JARAMATAIA|AL
2241|JARDIM|MS
2242|JARDIM|CE
2243|JARDIM ALEGRE|PR
2244|JARDIM DE ANGICOS|RN
2245|JARDIM DE PIRANHAS|RN
2246|JARDIM DO SERIDO|RN
2247|JARDIM OLINDA|PR
2248|JARDINOPOLIS|SP
2249|JARINU|SP
2250|JARU|RO
2251|JATAI|GO
2252|JATAIZINHO|PR
2253|JATAUBA|PE
2254|JATEI|MS
2255|JATI|CE
2256|JAU|SP
2257|JAU DO TOCANTINS|TO
2258|JAUPACI|GO
2259|JAURU|MT
2260|JECEABA|MG
2261|JEQUERI|MG
2262|JEQUIE|BA
2263|JEQUITAI|MG
2264|JEQUITIBA|MG
2265|JEQUITINHONHA|MG
2266|JEREMOABO|BA
2267|JERICO|PB
2268|JERIQUARA|SP
2269|JERÔNIMO MONTEIRO|ES
2270|JERUMENHA|PI
2271|JESUANIA|MG
2272|JESUITAS|PR
2273|JI-PARANA|RO
2274|JIQUIRICA|BA
2275|JITAUNA|BA
2276|JOACABA|SC
2277|JOAIMA|MG
2278|JOANESIA|MG
2279|JOANOPOLIS|SP
2280|JOAO ALFREDO|PE
2281|JOAO CAMARA|RN
2282|JOAO DIAS|RN
2283|JOAO DOURADO|BA
2284|JOAO LISBOA|MA
2285|JOAO MONLEVADE|MG
2286|JOAO NEIVA|ES
2287|JOAO PESSOA|PB
2288|JOAO PINHEIRO|MG
2289|JOAO RAMALHO|SP
2290|JOAQUIM FELÍCIO|MG
2291|JOAQUIM GOMES|AL
2292|JOAQUIM NABUCO|PE
2293|JOAQUIM PIRES|PI
2294|JOAQUIM TAVORA|PR
2295|JOIA|RS
2296|JOINVILLE|SC
2297|JORDANIA|MG
2298|JOSE BOITEUX|SC
2299|JOSE BONIFÁCIO|SP
2300|JOSE DA PENHA|RN
2301|JOSE DE FREITAS|PI
2302|JOSELANDIA|MA
2303|JOVIANIA|GO
2304|JUARA|MT
2305|JUAREZ TAVORA|PB
2306|JUARINA|TO
2307|JUAZEIRINHO|PB
2308|COMPANHIA DE SEGURANÇA, TRANSITO E TRANSPORTE DE JUAZEIRO|BA
2309|DEPARTAMENTO MUNICIPAL DE TRÂNSITO JUAZEIRO DO NORTE -DEMUTRAN|CE
2310|JUCAS|CE
2311|JUCURUCU|BA
2312|JUCURUTU|RN
2313|JUINA|MT
2314|JUIZ DE FORA|MG
2315|JULIO DE CASTILHOS|RS
2316|JULIO MESQUITA|SP
2317|JUNCO DO SERIDO|PB
2318|JUNDIA|AL
2319|JUNDIAI|SP
2320|JUNDIAI DO SUL|PR
2321|JUNQUEIRO|AL
2322|JUNQUEIROPOLIS|SP
2323|JUPI|PE
2324|JUQUIA|SP
2325|JUQUITIBA|SP
2326|JURAMENTO|MG
2327|JURANDA|PR
2328|JUREMA|PE
2329|JURIPIRANGA|PB
2330|JURU|PB
2331|JURUA|AM
2332|JURUAIA|MG
2333|JURUENA|MT
2334|JURUTI|PA
2335|JUSCIMEIRA|MT
2336|JUSSARA|BA
2337|JUSSARA|GO
2338|JUSSARA|PR
2339|JUSSARI|BA
2340|JUSSIAPE|BA
2341|JUTAI|AM
2342|JUTI|MS
2343|KALORE|PR
2344|LABREA|AM
2345|LACERDOPOLIS|SC
2346|LADAINHA|MG
2347|LADARIO|MS
2348|LAFAIETE COUTINHO|BA
2349|LAGAMAR|MG
2350|LAGARTO|SE
2351|LAGEDO DO TABOCAL|BA
2352|LAGES|SC
2353|LAGO DA PEDRA|MA
2354|LAGO DO JUNCO|MA
2355|LAGO VERDE|MA
2356|LAGOA|PB
2357|LAGOA ALEGRE|PI
2358|LAGOA D'ANTA|RN
2359|LAGOA DA CANOA|AL
2360|LAGOA DA CONFUSÃO|TO
2361|LAGOA DA PRATA|MG
2362|LAGOA DE DENTRO|PB
2363|LAGOA DE PEDRAS|RN
2364|LAGOA DE TOCANTINS|TO
2365|LAGOA DE VELHOS|RN
2366|LAGOA DO BARRO|PI
2367|LAGOA DO IRAENGA|PE
2368|LAGOA DO OURO|PE
2369|LAGOA DO SÍTIO|PI
2370|LAGOA DOS GATOS|PE
2371|LAGOA DOS PATOS|MG
2372|LAGOA DOURADA|MG
2373|LAGOA FORMOSA|MG
2374|LAGOA NOVA|RN
2375|LAGOA REAL|BA
2376|LAGOA REDONDA|PI
2377|LAGOA SALGADA|RN
2378|LAGOA SANTA|MG
2379|LAGOA SECA|PB
2380|LAGOA VERMELHA|RS
2381|LAGOAO|RS
2382|LAGOINHA|SP
2383|LAGUNA|SC
2384|LAJE|BA
2385|LAJE DO MURIAE|RJ
2386|LAJEADO|RS
2387|LAJEDAO|BA
2388|LAJEDINHO|BA
2389|LAJEDO|PE
2390|LAJES|RN
2391|LAJES PINTADAS|RN
2392|LAJINHA|MG
2393|LAMARAO|BA
2394|LAMBARI|MG
2395|LAMEIRAO|PI
2396|LAMIM|MG
2397|LANDRI SALES|PI
2398|LAPA|PR
2399|LAPAO|BA
2400|LARANJA DA TERRA|ES
2401|LARANJAL|MG
2402|LARANJAL DO JARI|AP
2403|LARANJAL PAULISTA|SP
2404|LARANJEIRAS|SE
2405|LARANJEIRAS DO SUL|PR
2406|LASSANCE|MG
2407|LASTRO|PB
2408|LAURENTINO|SC
2409|LAURO DE FREITAS|BA
2410|LAURO MULLER|SC
2411|LAVINIA|SP
2412|LAVRAS|MG
2413|LAVRAS DA MANGABEIRA|CE
2414|LAVRAS DO SUL|RS
2415|LAVRINHAS|SP
2416|LEANDRO FERREIRA|MG
2417|LEBON REGIS|SC
2418|LEME|SP
2419|LENCOIS|BA
2420|LENCOIS PAULISTA|SP
2421|LEOBERTO LEAL|SC
2422|LEOPOLDINA|MG
2423|LEOPOLDO DE BULHOES|GO
2424|LEOPOLIS|PR
2425|LIBERATO SALZANO|RS
2426|LIBERDADE|MG
2427|LICINIO DE ALMEIDA|BA
2428|LIDIANOPOLIS|PR
2429|LIMA CAMPOS|MA
2430|LIMA DUARTE|MG
2431|LIMEIRA|SP
2432|LIMOEIRO|PE
2433|LIMOEIRO DE ANADIA|AL
2434|LIMOEIRO DO AJURU|PA
2435|LIMOEIRO DO NORTE|CE
2436|LINDOESTE|PR
2437|LINDOIA|SP
2438|LINDOIA DO SUL|SC
2439|LINHARES|ES
2440|LINS|SP
2441|LIVRAMENTO|PB
2442|LIVRAMENTO DO BRUMADO|BA
2443|LIZARDA|TO
2444|LOANDA|PR
2445|LOBATO|PR
2446|LOGRADOURO|PB
2447|LONDRINA|PR
2448|LONTRAS|SC
2449|LORENA|SP
2450|LORETO|MA
2451|LOUVEIRA|SP
2452|LUCAS DO RIO VERDE|MT
2453|LUCELIA|SP
2454|LUCENA|PB
2455|LUCIANOPOLIS|SP
2456|LUCIARA|MT
2457|LUCRECIA|RN
2458|LUIS ALVES|SC
2459|LUIS ANTÔNIO|SP
2460|LUIS CORREIA|PI
2461|LUIS DOMINGUES|MA
2462|LUIS GOMES|RN
2463|LUISIANIA|SP
2464|LUIZIANA|PR
2465|LUMINARIAS|MG
2466|LUNARDELLI|PR
2467|LUPERCIO|SP
2468|LUPIONOPOLIS|PR
2469|LUTECIA|SP
2470|LUZ|MG
2471|LUZIANIA|GO
2472|LUZILANDIA|PI
2473|MACAE|RJ
2474|MACAIBA|RN
2475|MACAJUBA|BA
2476|MACAMBIRA|SE
2477|COMPANHIA DE TRANSITO E TRANSPORTE DEMACAPA|AP
2478|MACAPARANA|PE
2479|MACARANI|BA
2480|MACATUBA|SP
2481|MACAU|RN
2482|MACAUBAL|SP
2483|MACAUBAS|BA
2484|MACEDONIA|SP
2485|MACEIO|AL
2486|MACHACALIS|MG
2487|MACHADINHO|RS
2488|MACHADINHO D`OESTE|RO
2489|MACHADO|MG
2490|MACHADOS|PE
2491|MACURURE|BA
2492|MADALENA|CE
2493|MADRE DE DEUS|BA
2494|MADRE DE DEUS DE MINAS|MG
2495|MAE D'AGUA|PB
2496|MAE DO RIO|PA
2497|MAETINGA|BA
2498|MAFRA|SC
2499|MAGALHAES BARATA|PA
2500|MAGALHAES DE ALMEIDA|MA
2501|MAGDA|SP
2502|MAGE|RJ
2503|MAIQUINIQUE|BA
2504|MAIRI|BA
2505|MAIRINQUE|SP
2506|MAIRIPORA|SP
2507|MAIRIPOTABA|GO
2508|MAJOR GERCINO|SC
2509|MAJOR ISIDORO|AL
2510|MAJOR VIEIRA|SC
2511|MALACACHETA|MG
2512|MALHADA|BA
2513|MALHADA DE PEDRAS|BA
2514|MALHADA DOS BOIS|SE
2515|MALHADOR|SE
2516|MALLET|PR
2517|MALTA|PB
2518|MAMANGUAPE|PB
2519|MAMBAI|GO
2520|MAMBORE|PR
2521|MANACAPURU|AM
2522|MANAIRA|PB
2523|MANAQUIRI|AM
2524|MANAUS|AM
2525|MANCIO LIMA|AC
2526|MANDAGUACU|PR
2527|MANDAGUARI|PR
2528|MANDIRITUBA|PR
2529|MANDURI|SP
2530|MANGA|MG
2531|MANGARATIBA|RJ
2532|MANGUEIRINHA|PR
2533|MANHUACU|MG
2534|MANHUMIRIM|MG
2535|MANICORE|AM
2536|MANOEL EMIDIO|PI
2537|MANOEL URBANO|AC
2538|MANOEL VITORINO|BA
2539|MANSIDAO|BA
2540|MANTENA|MG
2541|MANTENOPOLIS|ES
2542|MANUEL RIBAS|PR
2543|MAR DE ESPANHA|MG
2544|MAR VERMELHO|AL
2545|MARA ROSA|GO
2546|MARAA|AM
2547|MARABA|PA
2548|MARABA PAULISTA|SP
2549|MARACAI|SP
2550|MARACAJA|SC
2551|MARACAJU|MS
2552|MARACANA|PA
2553|MARACANAU|CE
2554|MARACAS|BA
2555|MARAGOGI|AL
2556|MARAGOGIPE|BA
2557|MARAIAL|PE
2558|MARANGUAPE|CE
2559|MARAPANIM|PA
2560|MARAU|RS
2561|MARAU|BA
2562|MARAVILHA|SC
2563|MARAVILHA|AL
2564|MARAVILHAS|MG
2565|MARCACAO|PB
2566|MARCELANDIA|MT
2567|MARCELINO RAMOS|RS
2568|MARCELINO VEIRA|RN
2569|MARCIONILIO SOUZA|BA
2570|MARCO|CE
2571|MARCOLANDIA|PI
2572|MARCOS PARENTE|PI
2573|MARECHAL CANDIDO RONDON|PR
2574|MARECHAL DEODORO|AL
2575|MARECHAL FLORIANO|ES
2576|MAREMA|SC
2577|MARI|PB
2578|MARIA DA FE|MG
2579|MARIA HELENA|PR
2580|MARIALVA|PR
2581|MARIANA|MG
2582|MARIANO MORO|RS
2583|MARIANOPOLIS|TO
2584|MARIANOPOLIS DO TOCANTINS|TO
2585|MARIAPOLIS|SP
2586|MARIBONDO|AL
2587|MARICA|RJ
2588|MARILAC|MG
2589|MARILANDIA|ES
2590|MARILANDIA DO SUL|PR
2591|MARILENA|PR
2592|MARILIA|SP
2593|MARILUZ|PR
2594|MARINGA|PR
2595|MARINOPOLIS|SP
2596|MARIOPOLIS|PR
2597|MARIPA|PR
2598|MARIPA DE MINAS|MG
2599|MARIZOPOLIS|PB
2600|MARLIERIA|MG
2601|MARMELEIRO|PR
2602|MARMELOPOLIS|MG
2603|MARTINHO CAMPOS|MG
2604|MARTINOPOLE|CE
2605|MARTINOPOLIS|SP
2606|MARTINS|RN
2607|MARUIM|SE
2608|MARUMBI|PR
2609|MARZAGAO|GO
2610|MASCOTE|BA
2611|MASSAPE|CE
2612|MASSARANDUBA|SC
2613|MASSARANDUBA|PB
2614|MATA|RS
2615|MATA DE SAO JOAO|BA
2616|MATA GRANDE|AL
2617|MATA LIMPA|PB
2618|MATA ROMA|MA
2619|MATAO|SP
2620|MATARACA|PB
2621|MATEIROS|TO
2622|MATELANDIA|PR
2623|MATERLANDIA|MG
2624|MATEUS LEME|MG
2625|MATHIAS LOBATO|MG
2626|MATIAS BARBOSA |MG
2627|MATIAS CARDOSO CARDOSO|MG
2628|MATIAS OLIMPIO|PI
2629|MATINA|BA
2630|MATINHA|MA
2631|MATINHAS|PB
2632|MATINHOS|PR
2633|MATIPO|MG
2634|MATO GROSSO|PB
2635|MATO VERDE|MG
2636|MATOES|MA
2637|MATOS COSTA|SC
2638|MATOZINHOS|MG
2639|MATRINCHA|GO
2640|MATRIZ DE CAMARAGIBE|AL
2641|MATUPA|MT
2642|MATUREIA|PB
2643|MATUTINA|MG
2644|MAUA|SP
2645|MAUA DA SERRA|PR
2646|MAUES|AM
2647|MAURILANDIA|GO
2648|MAURILANDIA DO TOCANTINS|TO
2649|MAURITI|CE
2650|MAXARANGUAPE|RN
2651|MAXIMILIANO DE ALMEIDA|RS
2652|MAZAGAO|AP
2653|MEDEIROS|MG
2654|MEDEIROS NETO|BA
2655|MEDIANEIRA|PR
2656|MEDICILANDIA|PA
2657|MEDINA|MG
2658|MELEIRO|SC
2659|MELGACO|PA
2660|MENDES|RJ
2661|MENDES PIMENTEL|MG
2662|MENDONCA|SP
2663|MERCES|MG
2664|MERIDIANO|SP
2665|MERUOCA|CE
2666|MESQUITA|MG
2667|MESSIAS|AL
2668|MESSIAS TARGINO|RN
2669|MIGUEL ALVES|PI
2670|MIGUEL CALMON|BA
2671|MIGUEL LEÃO|PI
2672|MIGUEL PEREIRA|RJ
2673|MIGUELOPOLIS|SP
2674|MILAGRES|CE
2675|MILAGRES|BA
